"1""-2""","2""-3""","3""-4""","4""-5""","5""-6""","6""-12""",Alpine Gardening,B (Boron),Bark,Pollinated by Bats,Beach Front,Attracts Bees,Pollinated by Beetles,Bi-Color,Attracts Birds,Blue,Bog gardening,Brown,Bulb,Propagate by Bulbs,Pollinated by Bumblebees,Attracts Butterflies,Ca (Calcium),Cactus/Succulent,Can handle transplanting,Carnivorous,Caudex,Co (Cobalt),Coarse Soil,Cooked,Cooked greens,Corm,Propagate by Corms,Propagate by Crowns,Cu (Copper),Culinary Herb,Cut Flower,Propagate by Cuttings: Cane,Propagate by Cuttings: Leaf,Cuttings: Root,Propagate by Cuttings: Stem,Propagate by Cuttings: Tip,Deer Resistant,Dioecious,Propagate by Division,Dried Flower,Drought tolerant,Dry,Dry Mesic,Dye production,Endangered,Epiphytic,Erosion control,Espalier,Extremely acid (3.5 – 4.4),Fe (Iron),Fermented,Fern,Fine Soil,Fire Resistant,Pollinated by Flies,Flood Resistant,Flowering Tree,Flowers,Flowers Blooms on new wood,Flowers Blooms on old wood,Flowers Fragrant,Flowers Inconspicuous,Flowers Malodorous,Flowers Nocturnal,Flowers Showy,Fruit,Fruit is poisonous,Fruit Dehiscent,Fruit Edible to birds,Fruit Indehiscent,Fruit Pops open explosively when ripe,Fruit Showy,Fruiting Time Fall,Fruiting Time Late fall or early winter,Fruiting Time Late spring or early summer,Fruiting Time Late summer or early fall,Fruiting Time Late winter or early spring,Fruiting Time Spring,Fruiting Time Summer,Fruiting Time Winter,Fruiting Time Year Round,Full Shade,Full Sun,Full Sun to Partial Shade,Genus,Goes Dormant,Gopher and Vole Resistant,Grass/Grass-like,Green,Groundcover,Herb/Forb,Houseplant,Pollinated by Hoverflies,Humidity tolerant,Attracts Hummingbirds,In Water,K (Potassium),Lavender,Layering,Leaves,Leaves are poisonous,Leaves Broadleaf,Leaves Deciduous,Leaves Evergreen,Leaves Fragrant,Leaves Glaucous,Leaves Good fall color,Leaves Malodorous,Leaves Needled,Leaves Other,Leaves Semi-evergreen,Leaves Spring ephemeral,Leaves Unusual foliage color,Leaves Variegated,Mauve,Maximum recommended zone,Medicinal Herb,Medium Soil,Mesic,Mg (Magnesium),Pollinated by Midges,Minimum cold hardiness,Mn (Manganese),Moderately acid (5.6 – 6.0),Moderately alkaline (7.9 – 8.4),Monocarpic,Monoecious,Pollinated by Moths and Butterflies,Multi-Color,Na (Sodium),Needs excellent drainage in pots,Needs repotting every 2 to 3 years,Neutral (6.6 – 7.3),Nitrogen fixer,Not suitable for containers,Propagate by Offsets,Orange,Attracts Other Beneficial Insects,"Over 12""",P (Phosphorus),Partial Shade to Full Shade,Partial or Dappled Shade,Patio/Ornamental/Small Tree,Pink,Pollution Tolerant,Provide darkness to seeds,Provide light to seeds,Provides winter interest,Purple,Rabbit Resistant,Raw,Red,Rhizome,Roots,Roots are poisonous,Russet,S (Sulfur),Salad greens,Salt tolerant,Sap,Scarify seeds,Seeds are hydrophilic,Seeds or Nuts,Pollinated by Self,Self fertile,Shade Tree,Shrub,Si (Silicon),Slightly acid (6.1 – 6.5),Slightly alkaline (7.4 – 7.8),Sow in situ,Species,Squirrel Resistant,Start indoors,Stem,Propagate by Stolons and runners,Stratify seeds,Street Tree,Strongly acid (5.1 – 5.5),Strongly alkaline (8.5 – 9.0),Suitable as Annual,Suitable for forage,Suitable for hanging baskets,Suitable for miniature gardens,Suitable for wintersowing,Suitable in 1 gallon,Suitable in 3 gallon or larger,Taproot,Tea,Terrariums,Tolerates dry shade,Tolerates foot traffic,Tolerates poor soil,Tree,Tuber,"Under 1""",Useful for timber production,Varieties,Pollinated by Various insects,Vegetable,Very strongly acid (4.5 – 5.0),Vine,Pollinated by Wasps,Pollinated by Water,Water gardens,Wet,Wet Mesic,White,Will Naturalize,Will not come true from seed,Pollinated by Wind,Windbreak or Hedge,With thorns/spines/prickles/teeth,Xeriscapic,Yellow,Zn (Zinc),Min Height,Max Height,Min Spread,Max Spread,Coppice Potential,Duration,Fertility Requirement,Foliage Porosity Summer,Growth Form,Growth Rate,Known Allelopath,State and Province,Vegetative Spread Rate,Growth Spring,Growth Summer,Growth Fall,Growth Winter,Northeast,Southeast,Midwest,Plains,Pacific,Flower Time Early Spring,Flower Time Mid Spring,Flower Time Late Spring,Flower Time Early Summer,Flower Time Mid Summer,Flower Time Late Summer,Flower Time Fall,Flower Time Winter,Award Winner
False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False,0.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,True,False,False,True,True,Juniperus,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,7.0,False,True,True,False,False,4.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,horizontalis,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,"['https://garden.org/plants/view/77335/Creeping-Juniper-Juniperus-horizontalis-Bar-Harbor/', 'https://garden.org/plants/view/77336/Creeping-Juniper-Juniperus-horizontalis-Blue-Chip/', 'https://garden.org/plants/view/77337/Creeping-Juniper-Juniperus-horizontalis-Emerald-Spreader/', 'https://garden.org/plants/view/77338/Creeping-Juniper-Juniperus-horizontalis-Limeglow/', 'https://garden.org/plants/view/77339/Creeping-Juniper-Juniperus-horizontalis-Mother-Lode/', 'https://garden.org/plants/view/77340/Creeping-Juniper-Juniperus-horizontalis-Pancake/', 'https://garden.org/plants/view/77341/Creeping-Juniper-Juniperus-horizontalis-Plumosa/', 'https://garden.org/plants/view/77342/Creeping-Juniper-Juniperus-horizontalis-Prince-of-Wales/', 'https://garden.org/plants/view/77343/Blue-Rug-Juniper-Juniperus-horizontalis-Wiltonii/', 'https://garden.org/plants/view/82749/Creeping-Juniper-Juniperus-horizontalis/', 'https://garden.org/plants/view/116522/Creeping-Juniper-Juniperus-horizontalis-Lime-Glow/', 'https://garden.org/plants/view/144253/Creeping-Juniper-Juniperus-horizontalis-Andorra-Compacta/', 'https://garden.org/plants/view/167776/Creeping-Juniper-Juniperus-horizontalis-Grey-Forest/', 'https://garden.org/plants/view/171422/Creeping-Juniper-Juniperus-horizontalis-Icee-Blue/', 'https://garden.org/plants/view/536808/Creeping-Juniper-Juniperus-horizontalis-Good-Vibrations/', 'https://garden.org/plants/view/634471/Creeping-Juniper-Juniperus-horizontalis-Admirabilis/', 'https://garden.org/plants/view/634472/Creeping-Juniper-Juniperus-horizontalis-Adpressa/', 'https://garden.org/plants/view/634473/Creeping-Juniper-Juniperus-horizontalis-Alpina/', 'https://garden.org/plants/view/634474/Creeping-Juniper-Juniperus-horizontalis-Andorra-Compact/', 'https://garden.org/plants/view/634475/Creeping-Juniper-Juniperus-horizontalis-Andorra-Variegata/']",False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1.0,1.0,6.0,0.6666666666666666,False,Perennial,High,Dense,Thicket Forming,Moderate,False,"['AK', 'CT', 'IA', 'IL', 'MA', 'ME', 'MI', 'MN', 'MT', 'ND', 'NE', 'NH', 'NY', 'RI', 'SD', 'VT', 'WI', 'WY']",Slow,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False
False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False,1.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Juniperus,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,,False,True,True,False,False,3.0,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,monosperma,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,['https://garden.org/plants/view/82750/One-Seed-Juniper-Juniperus-monosperma/'],False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,25.0,25.0,,,True,Perennial,Low,Dense,Multiple Stem,Slow,True,"['AZ', 'CO', 'KS', 'NM', 'OK', 'TX', 'UT']",None,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,0.0,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,Juglans,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,9.0,False,True,True,False,False,4.0,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,nigra,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,"['https://garden.org/plants/view/77307/Black-Walnut-Juglans-nigra/', 'https://garden.org/plants/view/137814/Black-Walnut-Juglans-nigra-Thomas-Black/', 'https://garden.org/plants/view/166685/Black-Walnut-Juglans-nigra-Daniels/', 'https://garden.org/plants/view/166686/Black-Walnut-Juglans-nigra-Emma-Kay/', 'https://garden.org/plants/view/166688/Black-Walnut-Juglans-nigra-Football-2/', 'https://garden.org/plants/view/166689/Black-Walnut-Juglans-nigra-Krause/', 'https://garden.org/plants/view/166691/Black-Walnut-Juglans-nigra-Lambs-Curly/', 'https://garden.org/plants/view/166693/Black-Walnut-Juglans-nigra-Ridgeway/', 'https://garden.org/plants/view/166695/Black-Walnut-Juglans-nigra-Rowher/', 'https://garden.org/plants/view/166709/Black-Walnut-Juglans-nigra-Sauber-1/', 'https://garden.org/plants/view/166711/Black-Walnut-Juglans-nigra-Schrieber/', 'https://garden.org/plants/view/166717/Black-Walnut-Juglans-nigra-Sparrow/', 'https://garden.org/plants/view/166720/Black-Walnut-Juglans-nigra-Surprise/', 'https://garden.org/plants/view/166761/Black-Walnut-Juglans-nigra-Thomas-Myers/', 'https://garden.org/plants/view/166877/Black-Walnut-Juglans-nigra-Black-Gem/', 'https://garden.org/plants/view/166879/Black-Walnut-Juglans-nigra-Kwik-Krop/']",False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,98.0,130.0,75.0,100.0,True,Perennial,High,Porous,Single Stem,Rapid,True,"['AL', 'AR', 'CO', 'CT', 'DC', 'DE', 'FL', 'GA', 'IA', 'IL', 'IN', 'KS', 'KY', 'LA', 'MA', 'MD', 'ME', 'MI', 'MN', 'MO', 'MS', 'NC', 'ND', 'NE', 'NH', 'NJ', 'NM', 'NY', 'OH', 'OK', 'PA', 'RI', 'SC', 'SD', 'TN', 'TX', 'UT', 'VA', 'WI', 'WV']",None,False,False,False,False,True,True,True,True,True,False,False,False,False,False,False,False,False,False
False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,True,False,False,False,True,False,False,False,False,False,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Juniperus,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,7.0,False,True,True,False,False,3.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,scopulorum,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,"['https://garden.org/plants/view/77353/Rocky-Mountain-Juniper-Juniperus-scopulorum-Wichita-Blue/', 'https://garden.org/plants/view/113170/Rocky-Mountain-Juniper-Juniperus-scopulorum-Tollesons-Blue-Weeping/', 'https://garden.org/plants/view/114117/Rocky-Mountain-Juniper-Juniperus-scopulorum-Moonglow/', 'https://garden.org/plants/view/118012/Rocky-Mountain-Juniper-Juniperus-scopulorum-Platinum/', 'https://garden.org/plants/view/129701/Rocky-Mountain-Juniper-Juniperus-scopulorum-Skyrocket/', 'https://garden.org/plants/view/175999/Rocky-Mountain-Juniper-Juniperus-scopulorum-Admiral/', 'https://garden.org/plants/view/176000/Rocky-Mountain-Juniper-Juniperus-scopulorum-Cologreen/', 'https://garden.org/plants/view/176001/Variegated-Rocky-Mountain-Juniper-Juniperus-scopulorum-Sparkling-Skyrocket/', 'https://garden.org/plants/view/176002/Rocky-Mountain-Juniper-Juniperus-scopulorum-Welchii/', 'https://garden.org/plants/view/177063/Rocky-Mountain-Juniper-Juniperus-scopulorum-Gray-Gleam/', 'https://garden.org/plants/view/177064/Rocky-Mountain-Juniper-Juniperus-scopulorum-Montana-Green/', 'https://garden.org/plants/view/177065/Rocky-Mountain-Juniper-Juniperus-scopulorum-Pathfinder/', 'https://garden.org/plants/view/634635/Rocky-Mountain-Juniper-Juniperus-scopulorum-Argentea/', 'https://garden.org/plants/view/634636/Rocky-Mountain-Juniper-Juniperus-scopulorum-Blue-Arrow/', 'https://garden.org/plants/view/634637/Rocky-Mountain-Juniper-Juniperus-scopulorum-Blue-Banff/', 'https://garden.org/plants/view/634638/Rocky-Mountain-Juniper-Juniperus-scopulorum-Blue-Heaven/', 'https://garden.org/plants/view/634639/Rocky-Mountain-Juniper-Juniperus-scopulorum-Blue-Heaven-Variegated/', 'https://garden.org/plants/view/634640/Rocky-Mountain-Juniper-Juniperus-scopulorum-Blue-Moon/', 'https://garden.org/plants/view/634641/Rocky-Mountain-Juniper-Juniperus-scopulorum-Blue-Pyramidal/', 'https://garden.org/plants/view/634642/Rocky-Mountain-Juniper-Juniperus-scopulorum-Chandler-s-Silver/']",False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,10.0,15.0,4.0,6.0,False,Perennial,Low,Dense,Stoloniferous,Slow,False,"['AZ', 'CO', 'ID', 'KS', 'MT', 'ND', 'NE', 'NM', 'NV', 'OK', 'OR', 'SD', 'TX', 'UT', 'WA', 'WY']",None,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Juncus,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,True,True,False,False,3.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,tenuis,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,"['https://garden.org/plants/view/77318/Path-rush-Juncus-tenuis/', 'https://garden.org/plants/view/77319/Rush-Juncus-tenuis-Blue-Dart/']",False,False,True,False,False,False,False,True,True,False,True,False,True,False,False,False,False,False,,,,,False,Perennial,Low,Porous,Bunch,Slow,False,"['AK', 'AL', 'AR', 'AZ', 'CA', 'CO', 'CT', 'DC', 'DE', 'FL', 'GA', 'HI', 'IA', 'ID', 'IL', 'IN', 'KS', 'KY', 'LA', 'MA', 'MD', 'ME', 'MI', 'MN', 'MO', 'MS', 'MT', 'NC', 'ND', 'NE', 'NH', 'NJ', 'NM', 'NV', 'NY', 'OH', 'OK', 'OR', 'PA', 'RI', 'SC', 'SD', 'TN', 'TX', 'UT', 'VA', 'VT', 'WA', 'WI', 'WV', 'WY']",None,False,False,False,False,True,True,True,True,True,False,False,False,False,False,False,False,False,False
False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,Juniperus,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,,False,True,True,False,False,3.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,virginiana,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,"['https://garden.org/plants/view/77361/Red-Cedar-Juniperus-virginiana-Hetzii/', 'https://garden.org/plants/view/74356/Southern-Red-Cedar-Juniperus-virginiana-var-silicicola/', 'https://garden.org/plants/view/77358/Red-Cedar-Juniperus-virginiana-Burkii/', 'https://garden.org/plants/view/77359/Red-Cedar-Juniperus-virginiana-Canaertii/', 'https://garden.org/plants/view/77360/Red-Cedar-Juniperus-virginiana-Grey-Owl/', 'https://garden.org/plants/view/77362/Red-Cedar-Juniperus-virginiana-Hillspire/', 'https://garden.org/plants/view/165122/Hetzs-Green-Columnar-Juniper-Juniperus-virginiana-Hetzii-Columnaris/', 'https://garden.org/plants/view/165142/Red-Cedar-Juniper-Juniperus-virginiana-Emerald-Sentinel/', 'https://garden.org/plants/view/176003/Red-Cedar-Juniper-Juniperus-virginiana-Taylor/', 'https://garden.org/plants/view/177060/Red-Cedar-Juniper-Juniperus-virginiana-Brodie/', 'https://garden.org/plants/view/177061/Red-Cedar-Juniper-Juniperus-virginiana-Oxford-Green/', 'https://garden.org/plants/view/527568/Eastern-Red-Cedar-Juniperus-virginiana-Poyo/', 'https://garden.org/plants/view/634712/Eastern-Red-Cedar-Juniperus-virginiana-Albospica/', 'https://garden.org/plants/view/634713/Eastern-Red-Cedar-Juniperus-virginiana-Aurea/', 'https://garden.org/plants/view/634714/Eastern-Red-Cedar-Juniperus-virginiana-Banff/', 'https://garden.org/plants/view/634715/Eastern-Red-Cedar-Juniperus-virginiana-Bleica/', 'https://garden.org/plants/view/634716/Eastern-Red-Cedar-Juniperus-virginiana-Blue-Arrow/', 'https://garden.org/plants/view/634717/Eastern-Red-Cedar-Juniperus-virginiana-Blue-Cloud/', 'https://garden.org/plants/view/634718/Eastern-Red-Cedar-Juniperus-virginiana-Blue-Flame/']",False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,30.0,60.0,,,False,Perennial,Low,Dense,Single Stem,Slow,True,"['AL', 'AR', 'CO', 'CT', 'DC', 'DE', 'FL', 'GA', 'IA', 'IL', 'IN', 'KS', 'KY', 'LA', 'MA', 'MD', 'ME', 'MI', 'MN', 'MO', 'MS', 'NC', 'ND', 'NE', 'NH', 'NJ', 'NY', 'OH', 'OK', 'OR', 'PA', 'RI', 'SC', 'SD', 'TN', 'TX', 'VA', 'VT', 'WI', 'WV']",None,False,False,False,False,True,True,True,True,True,False,False,False,False,False,False,False,False,False
False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,Lespedeza,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,9.0,False,True,True,False,False,3.0,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,capitata,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,"['https://garden.org/plants/view/77475/Roundhead-Bushclover-Lespedeza-capitata/', 'https://garden.org/plants/view/777133/Roundhead-Bushclover-Lespedeza-capitata-Kanoka/']",True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,2.0,4.0,0.5,1.0,False,Perennial,Low,Moderate,Multiple Stem,Slow,False,"['AL', 'AR', 'CT', 'DC', 'DE', 'FL', 'GA', 'IA', 'IL', 'IN', 'KS', 'KY', 'LA', 'MA', 'MD', 'ME', 'MI', 'MN', 'MO', 'MS', 'NC', 'NE', 'NH', 'NJ', 'NY', 'OH', 'OK', 'PA', 'RI', 'SC', 'SD', 'TN', 'TX', 'VA', 'VT', 'WI', 'WV']",None,False,False,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False
False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,0.0,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,Lindera,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,8.0,True,True,True,False,False,4.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,benzoin,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,"['https://garden.org/plants/view/77591/Spicebush-Lindera-benzoin/', 'https://garden.org/plants/view/82992/Hair-common-spice-bush-Lindera-benzoin-var-pubescens/']",False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,6.0,12.0,6.0,12.0,False,Perennial,High,Moderate,Multiple Stem,Slow,False,"['AL', 'AR', 'CT', 'DC', 'DE', 'FL', 'GA', 'IA', 'IL', 'IN', 'KS', 'KY', 'LA', 'MA', 'MD', 'ME', 'MI', 'MO', 'MS', 'NC', 'NH', 'NJ', 'NY', 'OH', 'OK', 'PA', 'RI', 'SC', 'TN', 'TX', 'VA', 'VT', 'WV']",None,False,False,False,False,True,True,True,True,False,True,False,False,False,False,False,False,True,False
False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,True,False,False,False,False,False,0.0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Lupinus,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,True,True,False,False,7.0,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,arboreus,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,['https://garden.org/plants/view/83108/Tree-Lupin-Lupinus-arboreus/'],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,6.0,6.0,,,False,Perennial,Low,Moderate,Single Stem,Moderate,False,"['CA', 'OR', 'WA']",None,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,0.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,Lupinus,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,,False,True,True,False,False,4.0,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,sericeus,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,['https://garden.org/plants/view/83148/Silky-lupine-Lupinus-sericeus/'],False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,1.6666666666666667,1.6666666666666667,,,False,Perennial,Low,Porous,Multiple Stem,Rapid,False,"['AZ', 'CO', 'ID', 'MT', 'NM', 'NV', 'OR', 'SD', 'UT', 'WA', 'WY']",None,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,1.0,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,Malus,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,8.0,False,True,True,False,False,2.0,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,ioensis,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,"['https://garden.org/plants/view/83255/Prairie-Crabapple-Malus-ioensis/', 'https://garden.org/plants/view/83256/Texas-crabapple-Malus-ioensis-var-texana/', 'https://garden.org/plants/view/783982/Prairie-Crabapple-Malus-ioensis-Prairie-Rose/']",True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,20.0,35.0,20.0,35.0,True,Perennial,Medium,Dense,Single Stem,Moderate,False,"['AR', 'IA', 'IL', 'IN', 'KS', 'KY', 'LA', 'MI', 'MN', 'MO', 'NE', 'NJ', 'OH', 'OK', 'SD', 'TX', 'WI']",Slow,False,False,False,False,True,True,True,True,False,False,False,True,True,True,True,True,False,False
