"1""-2""","2""-3""","3""-4""","4""-5""","5""-6""","6""-12""",A.H.G.A. Hosta of the Year,AAS (All-America Selection®),Alpine Gardening,B (Boron),Bark,Bats,Beach Front,Bees,Beetles,Bi-Color,Birds,Blue,Bog gardening,Brown,Bulb,Bulbs,Bumblebees,Butterflies,Ca (Calcium),Cactus/Succulent,Can handle transplanting,Carnivorous,Caudex,Cleistogamous,Co (Cobalt),Coarse Soil,Cooked,Cooked greens,Corm,Corms,Crowns,Cu (Copper),Culinary Herb,Culinary Herb/Spice,Cut Flower,Cuttings: Cane,Cuttings: Leaf,Cuttings: Root,Cuttings: Stem,Cuttings: Tip,Days to germinate,Deer Resistant,Depth to plant seed,Dioecious,Division,Dried Flower,Drought tolerant,Dry,Dry Mesic,Dye production,Endangered,Epiphytic,Erosion control,Espalier,Extremely acid (3.5 – 4.4),Fe (Iron),Fermented,Fern,Fine Soil,Fire Resistant,Flies,Flood Resistant,Flower Time Fall,Flower Time Late fall or early winter,Flower Time Late spring or early summer,Flower Time Late summer or early fall,Flower Time Late winter or early spring,Flower Time Other,Flower Time Spring,Flower Time Summer,Flower Time Winter,Flower Time Year Round,Flowering Tree,Flowers,Flowers Blooms on new wood,Flowers Blooms on old wood,Flowers Fragrant,Flowers Inconspicuous,Flowers Malodorous,Flowers Nocturnal,Flowers Other,Flowers Showy,Foliage Mound Height,Fruit,Fruit is poisonous,Fruit Dehiscent,Fruit Edible to birds,Fruit Indehiscent,Fruit Other,Fruit Pops open explosively when ripe,Fruit Showy,Fruiting Time Fall,Fruiting Time Late fall or early winter,Fruiting Time Late spring or early summer,Fruiting Time Late summer or early fall,Fruiting Time Late winter or early spring,Fruiting Time Other,Fruiting Time Spring,Fruiting Time Summer,Fruiting Time Winter,Fruiting Time Year Round,Full Shade,Full Sun,Full Sun to Partial Shade,Genetically Modified,Genus,Goes Dormant,Good as a cover crop,Gophers/Voles,Grass/Grass-like,Green,Groundcover,Guardian plant,Herb/Forb,Houseplant,Hoverflies,Humidity tolerant,Hummingbirds,I (Iodine),In Water,Inflorescence Height,K (Potassium),Lavender,Layering,Leaves,Leaves are poisonous,Leaves Broadleaf,Leaves Deciduous,Leaves Evergreen,Leaves Fragrant,Leaves Glaucous,Leaves Good fall color,Leaves Malodorous,Leaves Needled,Leaves Other,Leaves Semi-evergreen,Leaves Spring ephemeral,Leaves Unusual foliage color,Leaves Variegated,Life cycle,Mauve,Maximum recommended zone,Medicinal Herb,Medium Soil,Mesic,Mg (Magnesium),Midges,Minimum cold hardiness,Mn (Manganese),Mo (Molybdenum),Moderately acid (5.6 – 6.0),Moderately alkaline (7.9 – 8.4),Monocarpic,Monoecious,Moths and Butterflies,Multi-Color,Na (Sodium),Needs excellent drainage in pots,Needs repotting every 2 to 3 years,Needs specific temperature,Neutral (6.6 – 7.3),Nitrogen fixer,Not suitable for containers,Offsets,Orange,Other,Other Beneficial Insects,Other info,"Over 12""",P (Phosphorus),Partial Shade to Full Shade,Partial or Dappled Shade,Patent/Plant Breeders' Rights,Patio/Ornamental/Small Tree,Pink,Plant Height,Plant Spread,Pollution,Powdery Mildew,Preferred depth,Prefers to be under-potted,Provide darkness,Provide light,Provides winter interest,Purple,RHS AGM,Rabbit Resistant,Raw,Red,Rhizome,Roots,Roots are poisonous,Russet,S (Sulfur),Salad greens,Salt tolerant,Sap,Scarify seeds,Seeds are hydrophilic,Seeds or Nuts,Self,Self fertile,Shade Tree,Shrub,Si (Silicon),Slightly acid (6.1 – 6.5),Slightly alkaline (7.4 – 7.8),Sow in situ,Species,Squirrels,Start indoors,Stem,Stolons and runners,Stratify seeds,Street Tree,Strongly acid (5.1 – 5.5),Strongly alkaline (8.5 – 9.0),Suitable as Annual,Suitable for forage,Suitable for hanging baskets,Suitable for miniature gardens,Suitable for wintersowing,Suitable in 1 gallon,Suitable in 3 gallon or larger,Taproot,Tea,Terrariums,Texas Superstar®,Tolerates dry shade,Tolerates foot traffic,Tolerates poor soil,Topiary,Tree,Tuber,"Under 1""",Useful for timber production,Varieties,Various insects,Vegetable,Very strongly acid (4.5 – 5.0),Vine,Wasps,Water,Water gardens,Wet,Wet Mesic,White,Will Naturalize,Will not come true from seed,Wind,Windbreak or Hedge,With thorns/spines/prickles/teeth,Xeriscapic,Yellow,Zn (Zinc)
,,,,,,,,,,,,,,,,,,,,True,,,,,,True,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,True,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,Chlorogalum,,,,,True,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,Perennial,,,,0.0,True,,,Zone 7a -17.8 °C (0 °F) to -15 °C (5 °F),,,,,,,,,,,,,,,,True,,,,True,,,,,,,,5',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pomeridianum,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['https://garden.org/plants/view/81010/Soap-Plant-Chlorogalum-pomeridianum/', 'https://garden.org/plants/view/223944/Soap-Plant-Chlorogalum-pomeridianum-subsp-pomeridianum/', 'https://garden.org/plants/view/761262/Soap-Plant-Chlorogalum-pomeridianum-Berkeley-Hills/']",,,,,,,,,,True,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chenopodium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pratericola,,,,,,,,,,,,,,,,,,,,,,,,,,,,['https://garden.org/plants/view/177919/Desert-Goosefoot-Chenopodium-pratericola/'],,,,,,,,,,,,,True,,,,,
,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,Chlorogalum,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,Perennial,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,purpureum,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['https://garden.org/plants/view/203551/Purple-Amole-Chlorogalum-purpureum/', 'https://garden.org/plants/view/223945/Purple-Amole-Chlorogalum-purpureum-var-purpureum/', 'https://garden.org/plants/view/223946/Camatta-Canyon-Amole-Chlorogalum-purpureum-var-reductum/']",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,0.0,,,,True,,,True,,,,True,,,,,,,,,,,,True,,,,,True,,,,,,,,,,,,,,,,True,,,Chrysopsis,,,,,,,,True,,,True,,,,,,,,,,,True,,,,,True,,,,,,,Perennial,,Zone 11,,0.0,True,,,Zone 9a -6.7 °C (20 °F) to -3.9 °C (25 °F),,,,,,,,,,,,,True,,,,,,,,,,,,,,,12 to 36 inches,12 to 24 inches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,,scabrella,,,,,,,,,,,,,,,,True,,,,,,,,,,True,,['https://garden.org/plants/view/204599/Coastalplain-Goldenaster-Chrysopsis-scabrella/'],,,,,,,,,,,,,,,,,True,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chrysolepis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sempervirens,,,,,,,,,,,,,,,,,,,,,,,,,,,,['https://garden.org/plants/view/81020/Dwarf-Golden-Chinquapin-Chrysolepis-sempervirens/'],,,,,,,,,,,,,True,,,,,
True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,0.0,,,,,,True,True,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,,Chamaesaracha,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,Perennial,,Zone 10b,,0.0,True,,,Zone 7a -17.8 °C (0 °F) to -15 °C (5 °F),,,,True,,,,,,,,,True,,,,,,,,,,,,,,,8 to 12 inches,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,True,,sordida,,,,,,,,,,,,,,,,,,,,,,True,,,,,,['https://garden.org/plants/view/80955/False-Nightshade-Chamaesaracha-sordida/'],,,,,,,,,,True,,,,,,True,,
True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,True,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chaenactis,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4-10 inches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stevioides,,,,,,,,,,,,,,,,,,,,,,,,,,,,['https://garden.org/plants/view/80930/Esteves-Pincushion-Chaenactis-stevioides/'],,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,True,,,,,,,,,True,True,,,,,,,,,,0.0,,,,,,,,,,True,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,True,,,Chamaecyparis,,,,,True,,,,,,True,,,,,,,,,,,,True,True,,,,True,,,,,,Perennial,,Zone 9a,,0.0,True,,,Zone 3 -40 °C (-40 °F) to -37.2 °C (-35),,,,,,,,,,,,,,,,,,,,,,,,,,,,30 feet to 40 feet,,,,,,,,True,,,,,True,,,,,,,,,,,,,,,,,,,,thyoides,,,,,,True,,,,,,,,,,True,,,,,,,,True,,True,,"['https://garden.org/plants/view/80949/Atlantic-White-Cedar-Chamaecyparis-thyoides/', 'https://garden.org/plants/view/128873/Atlantic-White-Cedar-Chamaecyparis-thyoides-Aurea/', 'https://garden.org/plants/view/128874/Atlantic-White-Cedar-Chamaecyparis-thyoides-Andelyensis/', 'https://garden.org/plants/view/128875/Atlantic-White-Cedar-Chamaecyparis-thyoides-Glauca/', 'https://garden.org/plants/view/128876/Atlantic-White-Cedar-Chamaecyparis-thyoides-Glauca-Pendula/', 'https://garden.org/plants/view/140361/Atlantic-White-Cedar-Chamaecyparis-thyoides-Top-Point/', 'https://garden.org/plants/view/142815/Atlantic-White-Cedar-Chamaecyparis-thyoides-Rubicon/', 'https://garden.org/plants/view/142816/Atlantic-White-Cedar-Chamaecyparis-thyoides-Little-Jamie/', 'https://garden.org/plants/view/164796/Atlantic-White-Cedar-Chamaecyparis-thyoides-Ericoides/', 'https://garden.org/plants/view/164797/Atlantic-White-Cedar-Chamaecyparis-thyoides-Yankee-Blue/', 'https://garden.org/plants/view/166361/Atlantic-White-Cypress-Chamaecyparis-thyoides-Heatherbun/', 'https://garden.org/plants/view/633870/Atlantic-White-Cedar-Chamaecyparis-thyoides-Andelyensis-Nana/', 'https://garden.org/plants/view/633871/Atlantic-White-Cedar-Chamaecyparis-thyoides-Andelys-Yellow/', 'https://garden.org/plants/view/633872/Atlantic-White-Cedar-Chamaecyparis-thyoides-Atrovirens/', 'https://garden.org/plants/view/633873/Atlantic-White-Cedar-Chamaecyparis-thyoides-Batsto/', 'https://garden.org/plants/view/633874/Atlantic-White-Cedar-Chamaecyparis-thyoides-Bergmans-Variegated/', 'https://garden.org/plants/view/633875/Atlantic-White-Cedar-Chamaecyparis-thyoides-Blue-Broom/', 'https://garden.org/plants/view/633876/Atlantic-White-Cedar-Chamaecyparis-thyoides-Blue-Rock/']",,,,,,,,True,True,,,,True,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,True,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,Chimaphila,,,,,,True,,,,,,,,,,,,,,,,,True,,,,,,,,,,,Perennial,,,,0.0,True,,,Zone 4a -34.4 °C (-30 °F) to -31.7 °C (-25 °F),,,,,,,,,,,,,,,,,,,,,,,,True,,,True,6 to 12 inches,,,,,,,,,,,,,,True,,,,,,,,,,,,,,True,,,,,umbellata,,,,,,,,,,,,,,,,,,,,,,,,,,True,,"['https://garden.org/plants/view/81000/Pipsissewa-Chimaphila-umbellata/', 'https://garden.org/plants/view/81001/Pipsissewa-Chimaphila-umbellata-subsp-cisatlantica/', 'https://garden.org/plants/view/220967/Pipsissewa-Chimaphila-umbellata-subsp-occidentalis/']",True,,,,,,,,,True,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,0.0,,,,,,,True,,,,True,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,Chrysothamnus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Perennial,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 foot (0.3 m),,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,vaseyi,,,,,,,,,,,,,,,,,,,,,,True,,,,,,['https://garden.org/plants/view/202275/Vasey-s-Rabbitbrush-Chrysothamnus-vaseyi/'],,,,,,,,,,,,,,,,True,True,
,,,,,,,,,,,,,True,,,True,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,0.0,,,,,,,,,,True,,,,True,,,,True,,,,,True,,,,,True,,,,True,,,,True,,,,,,,,True,True,,Chionanthus,,,,,,,,,,,True,,,,,,,,,,,True,,,,True,,,,,,,,Perennial,,Zone 9a,,0.0,True,,,Zone 4a -34.4 °C (-30 °F) to -31.7 °C (-25 °F),,,True,,,,,,,,,,True,,,,,,,,,,,,,True,,"12 to 20 feet, possibly to 35 feet",12 to 20 feet,True,,,,,,,,,,,,,,,,,,,,,,,,True,,True,,True,,,virginicus,,,,,,,True,,,,,,,,,True,,,,,,,,True,,True,,"['https://garden.org/plants/view/75888/Fringe-Tree-Chionanthus-virginicus/', 'https://garden.org/plants/view/174790/Fringe-Tree-Chionanthus-virginicus-Emerald-Knight/']",True,,True,,,,,,,True,,,,True,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,True,,,True,,,,,,,,,,,,,,0.0,,,,,,True,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,Chrysogonum,,,,,,True,,True,,,,,,,,,,,,,,,,,,,,,,,,,,Perennial,,Zone 8b,,0.0,True,,,Zone 5a -28.9 °C (-20 °F) to -26.1 °C (-15 °F),,,,,,,,,,,,,True,,,,,,,,,,,True,,,,6-12 inches,15-18 inches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,virginianum,,,,True,,,,,,,,,,,,,,,,,,,,,,,,"['https://garden.org/plants/view/75904/Green-and-Gold-Chrysogonum-virginianum/', 'https://garden.org/plants/view/75905/Golden-Star-Chrysogonum-virginianum-var-australe/', 'https://garden.org/plants/view/128883/Goldenstar-Chrysogonum-virginianum-Eco-Lacquered-Spider/', 'https://garden.org/plants/view/137365/Goldenstar-Chrysogonum-virginianum-Allen-Bush/', 'https://garden.org/plants/view/137366/Goldenstar-Chrysogonum-virginianum-Pierre/']",True,,,,,,,,True,,,,,,,,True,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,True,True,True,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chrysothamnus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,viscidiflorus,,,,,,,,,,,,,,,,,,,,,,True,,,,,,"['https://garden.org/plants/view/86634/Yellow-Rabbitbrush-Chrysothamnus-viscidiflorus/', 'https://garden.org/plants/view/220685/Yellow-Rabbitbrush-Chrysothamnus-viscidiflorus-subsp-viscidiflorus/', 'https://garden.org/plants/view/220687/Hairy-Low-Rabbitbrush-Chrysothamnus-viscidiflorus-subsp-puberulus/', 'https://garden.org/plants/view/220688/Lanceleaf-Rabbitbrush-Chrysothamnus-viscidiflorus-subsp-lanceolatus/', 'https://garden.org/plants/view/220972/Inyo-Rabbitbrush-Chrysothamnus-viscidiflorus-subsp-axillaris/']",True,,,,,,,,,,,,,,,,,
True,,,,,,,,,,,,,True,,,True,,,,,,,True,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,True,,,True,,,,True,,,,,,,,,,,,True,,True,,,True,,,,,,,,,,,,,,,,True,True,,Cirsium,,,,,,,,True,,,,True,,,,,,,,,,,,,,,,,,,,True,,Biennial,,Zone 9b,,0.0,,,,Zone 3 -40 °C (-40 °F) to -37.2 °C (-35),,,,,,,,,,,,,,,,,,,,,,,,True,,,,36 - 84 inches,12 - 24 inches,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,altissimum,,,,,,,,,,,,,,,,,,,,,,,,,,,,['https://garden.org/plants/view/92642/Tall-Thistle-Cirsium-altissimum/'],,,,,,,,,,,True,,,,,,,
True,,,,,,,,,,,,,True,,,True,,,,,,,True,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,0.0,,,,,,,True,,,,,,,,,,,,,,,,True,,,,,True,,,,,,,,,,,,,,,,True,,,Cirsium,,,,,,,,True,,,,True,,,,,,,,,,,,,,,,,,,,,,Perennial,,,,0.0,True,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,True,2 to 3 feet,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,True,True,,andersonii,,,,,,,,,,,,,,,,True,,,,,,,,,,,,['https://garden.org/plants/view/125043/Rose-Thistle-Cirsium-andersonii/'],,,,,,,,,,,,,,,True,,,
True,,,,,,,,,,,,,True,,,True,,,,,,,True,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,True,,True,True,,,True,True,,,,,,,,,,,,True,,,,,True,,,,,,,,,,,,,,,,True,,,Cirsium,,,,,,,,True,,,,True,,,,,,,,,,,,,,,,,,,,,,Perennial,,,,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,4 to 5 feet,,,,,,,,,True,,,,True,,,,,,,,,,,,,,,,,,,,arizonicum,,,,,,,,,,,,,,,,True,,,,,,,,,,,,"['https://garden.org/plants/view/81040/Arizona-Thistle-Cirsium-arizonicum/', 'https://garden.org/plants/view/131018/Cainville-Thistle-Cirsium-arizonicum-var-bipinnatum/', 'https://garden.org/plants/view/226857/Monarch-Thistle-Cirsium-arizonicum-var-chellyense/']",,,,,,,,,,,,,,,True,True,,
True,,,,,,,,,,,,,True,,,True,,,,,,,True,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,True,,,,True,,,,,,,,,,,,True,,,,,True,,,,,,,,,,,,,,,,True,,,Cirsium,,,,,,,,True,,,,True,,,,,True,,,,,,,,,,,,,,,,,Perennial,,,,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18 to 24 inches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,barnebyi,,,,,,,,,,,,,,,,True,,,,,,,,,,,,['https://garden.org/plants/view/125111/Barnebys-Thistle-Cirsium-barnebyi/'],,,,,,,,,,,,,,,True,,,
True,,,,,,,,,,,,,True,,,True,,,,,,,True,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,True,,,,True,True,,,,,,,,,,,,True,,,,,True,,,,,,,,,,,,,,,,True,True,,Cirsium,,,,,,,,True,,,,True,,,,,,,,,,,,,,,,,,,,,,Biennial,,,,0.0,True,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,True,2 to 7 feet,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,True,True,,brevistylum,,,,,,,,,,,,,,,,True,,,,,,,,,,,,['https://garden.org/plants/view/125045/Clustered-Thistle-Cirsium-brevistylum/'],True,,,,,,,,,True,,,,,True,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,Cicuta,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1-3 feet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bulbifera,,,,,,,,,,,,,,,,,,,,,,,,,,True,,['https://garden.org/plants/view/81028/Bulbiferous-Water-Hemlock-Cicuta-bulbifera/'],,,,,,,,,,True,,,,,,,,
,True,,,,,,,,,,,,True,,,,,,,,,,True,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,True,,,,,True,,,,,,,,,,,,True,,True,,,True,,,,,,,,,,,,,,,,True,,,Cirsium,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,Perennial,,Zone 8b,,0.0,,,,Zone 3 -40 °C (-40 °F) to -37.2 °C (-35),,,,,,,,,,,,,,,,,,,,,,,,,,,True,12 - 36 inches,12 - 24 inches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,canescens,,,,,,,,,,,,,,,,True,,,,,,,,,,,,['https://garden.org/plants/view/81041/Platte-Thistle-Cirsium-canescens/'],,,,,,,,,,True,True,,,,,True,,
True,,,,,,,,,,,,,True,,,True,,,,,,,True,,,,,,,,0.0,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,True,,,,True,True,,,,,,,,,,,,True,,,,,True,,,,,,,,,,,,,,,,True,,,Cirsium,,,,,,,,True,,,,True,,,,,,,,,,,,,,,,,,,,,,Biennial,,,,0.0,True,,,,,,True,,,,,,,,,,True,,,,,,,,,,,,,,True,4 to 6 feet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,carolinianum,,,,,,,,,,,,,,,,True,,,,,,,,,,,,['https://garden.org/plants/view/125046/Carolina-Thistle-Cirsium-carolinianum/'],,,,,,,,,,True,,,,,True,True,,
True,,,,,,,,,,,,,True,,,True,,,,,,True,True,,,,,,,,0.0,,,,,,,,,True,,,,,,,,,,,,True,,,,,,,,,,,,0.0,,,,,,,True,,,,True,,,,,,,,,,,,True,,,,,True,,,,,,,,,,,,,,,,True,,,Cirsium,,,,,,,,True,,,True,True,,,,,,,,,,,,,,,,,,,,,,Biennial,,,,0.0,True,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,True,6 to 8 feet,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,True,,,discolor,,,,,,,,,,,,,,,,True,,,,,,,,,,,,['https://garden.org/plants/view/81042/Field-Thistle-Cirsium-discolor/'],,,,,,,,,,,,,,,True,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,True,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,True,,,Cicuta,,,,,True,,,True,,,,,,True,,,,,,,,,,,,,,,,,,,,Perennial,,Zone 10a,,0.0,,,,Zone 2 -45.6 °C (-50 °F) to -42.8 °C (-45°F),,,,,,,,,,,,,True,,,,,,,,,,,,,,,2 to 6 feet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,douglasii,,,,,,,,,,,,,,,,,,,,,,,,,True,True,,['https://garden.org/plants/view/86490/Water-Hemlock-Cicuta-douglasii/'],,,,,,,,,,True,,,,,,,,
,,,,,,,,,,,,,True,True,,,,,,,,,True,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,True,,,,True,,,,,True,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,True,True,,Cirsium,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,Biennial,,Zone 7b,,0.0,True,,,Zone 3 -40 °C (-40 °F) to -37.2 °C (-35),,,,,,,True,,,,,,,,,,,,,,,,,,,,True,12 - 48 inches,12 - 18 inches,,,,,,,,,,,,,,,,,,,,,,,,True,True,,,,,,,eatonii,,,,,,,,,,,,,,,,True,,,,,,,,,,True,,"['https://garden.org/plants/view/226866/Frosty-Snowball-Cirsium-eatonii-var-eriocephalum/', 'https://garden.org/plants/view/226868/Ghost-Thistle-Cirsium-eatonii-var-peckii/']",,,,,,,,,,,True,,,,,,,
,,,,,,,,,,,,,True,True,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cirsium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,True,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,,,,,,,edule,,,,,,,,,,,,,,,,,,,,,,,,,,,,['https://garden.org/plants/view/81044/Edible-Thistle-Cirsium-edule/'],,,,,,,,,,,,,,,,,,
True,,,,,,,,,,,,,True,,,True,,,,,,,True,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,True,,,,,True,,,,,,,,,,,,True,,,,,True,,,,True,,,,,,,,,,,,True,,,Cirsium,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,True,,Perennial,,Zone 9b,,0.0,,,,Zone 4a -34.4 °C (-30 °F) to -31.7 °C (-25 °F),,,,,,,,,,,,,,,,,,,,,,,,,,,True,12 - 24 inches,12 - 18 inches,,,,,,,,True,,,,,True,,,,,,,,,,,,,,,,,,,flodmanii,,,,,,,,,,,,,,,,,,,,,,,,,,,,['https://garden.org/plants/view/81046/Flodmans-thistle-Cirsium-flodmanii/'],,,,,,,,,,,True,,,,True,,,
,,,,,,,,,,,,,True,True,,,,True,,,,True,,,,,,,,,0.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,True,,,Cirsium,,,,,,,,True,,,,,,,,,,,True,,,,,,,,,,,,,,,Perennial,,Zone 9b,,0.0,True,,,Zone 5a -28.9 °C (-20 °F) to -26.1 °C (-15 °F),,,,,,,True,,,,,,,,,,,,,,,,,,,,True,28 inches (70 cm),,,,,,,,,,,,,,,True,,,,,,,,,,True,True,,,,,,True,foliosum,,,True,,,,,,,,,,True,,,,,,,,,,,,,,,['https://garden.org/plants/view/81047/Elk-Thistle-Cirsium-foliosum/'],,,,,,,,True,True,True,True,,,,,,,
